Z,X,Y,b_X_Y
1,0,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
1,0,0,-4.805
1,0,1,-4.805
1,0,0,-4.805
0,1,0,-4.805
1,0,1,-4.805
1,0,0,-4.805
1,1,0,-4.805
1,0,1,-4.805
1,0,0,-4.805
1,1,0,-4.805
1,0,1,-4.805
0,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,0,0,-4.805
0,1,0,-4.805
0,0,1,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
0,0,1,-4.805
0,1,0,-4.805
0,0,1,-4.805
1,1,0,-4.805
0,0,0,-4.805
0,0,1,-4.805
0,1,0,-4.805
1,1,0,-4.805
0,0,1,-4.805
1,1,0,-4.805
0,1,0,-4.805
1,0,1,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,0,0,-4.805
1,1,0,-4.805
1,0,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
1,0,1,-4.805
1,0,1,-4.805
0,1,0,-4.805
1,0,0,-4.805
0,1,0,-4.805
0,0,0,-4.805
1,0,0,-4.805
0,1,0,-4.805
1,0,1,-4.805
0,1,0,-4.805
1,0,1,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,0,1,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,0,0,-4.805
0,0,1,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
1,0,1,-4.805
0,1,0,-4.805
1,1,0,-4.805
0,0,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,0,1,-4.805
1,0,1,-4.805
1,1,0,-4.805
0,1,0,-4.805
1,0,1,-4.805
1,1,0,-4.805
1,0,1,-4.805
0,1,0,-4.805
1,0,1,-4.805
1,0,1,-4.805
1,0,1,-4.805
1,0,1,-4.805
0,1,0,-4.805
0,0,1,-4.805
1,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
1,0,1,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,0,0,-4.805
1,0,1,-4.805
1,0,1,-4.805
0,0,1,-4.805
0,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
0,0,0,-4.805
1,1,0,-4.805
1,0,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
1,0,0,-4.805
1,0,0,-4.805
1,1,0,-4.805
0,0,1,-4.805
0,0,1,-4.805
0,0,0,-4.805
0,1,0,-4.805
1,0,1,-4.805
0,0,1,-4.805
0,1,0,-4.805
0,0,1,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
1,0,1,-4.805
0,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
0,0,0,-4.805
0,0,1,-4.805
0,1,0,-4.805
1,0,0,-4.805
0,1,0,-4.805
0,0,1,-4.805
1,1,0,-4.805
1,1,0,-4.805
1,0,1,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
0,0,1,-4.805
0,0,0,-4.805
1,1,0,-4.805
1,0,1,-4.805
1,0,0,-4.805
0,1,0,-4.805
1,0,0,-4.805
1,0,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
1,0,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
1,0,1,-4.805
1,0,1,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
0,0,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
0,0,1,-4.805
0,0,1,-4.805
0,1,0,-4.805
0,1,0,-4.805
0,0,1,-4.805
1,0,0,-4.805
1,0,1,-4.805
1,1,0,-4.805
0,0,1,-4.805
0,1,0,-4.805
0,0,0,-4.805
0,0,1,-4.805
1,0,0,-4.805
1,1,0,-4.805
0,0,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,0,1,-4.805
0,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
0,0,0,-4.805
0,0,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,0,0,-4.805
0,0,1,-4.805
1,0,0,-4.805
0,1,0,-4.805
1,0,1,-4.805
0,1,0,-4.805
0,1,0,-4.805
0,0,0,-4.805
0,0,1,-4.805
0,1,0,-4.805
0,0,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
1,0,1,-4.805
0,1,0,-4.805
1,1,0,-4.805
0,0,0,-4.805
0,1,0,-4.805
0,0,0,-4.805
1,0,0,-4.805
0,1,0,-4.805
1,0,1,-4.805
1,1,0,-4.805
0,1,0,-4.805
0,0,1,-4.805
1,1,0,-4.805
0,0,0,-4.805
0,1,0,-4.805
1,0,0,-4.805
0,0,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,0,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,0,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
0,0,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
1,0,1,-4.805
0,0,0,-4.805
0,1,0,-4.805
0,0,0,-4.805
0,0,1,-4.805
1,1,0,-4.805
0,1,0,-4.805
1,0,1,-4.805
1,0,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,0,1,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
1,0,1,-4.805
0,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
0,0,1,-4.805
1,1,0,-4.805
0,1,0,-4.805
0,0,1,-4.805
0,1,0,-4.805
0,0,1,-4.805
1,1,0,-4.805
0,1,0,-4.805
0,1,0,-4.805
1,0,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
1,0,0,-4.805
1,0,0,-4.805
0,1,0,-4.805
0,0,1,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
0,0,0,-4.805
1,1,0,-4.805
1,1,0,-4.805
1,1,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,0,0,-4.8
1,0,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
0,0,1,-4.8
0,1,0,-4.8
0,0,1,-4.8
1,1,0,-4.8
1,1,0,-4.8
1,0,0,-4.8
1,1,0,-4.8
1,0,1,-4.8
0,1,0,-4.8
0,0,1,-4.8
0,0,1,-4.8
0,1,0,-4.8
1,0,0,-4.8
0,0,0,-4.8
1,0,1,-4.8
0,0,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
1,0,1,-4.8
1,0,1,-4.8
1,0,0,-4.8
0,1,0,-4.8
1,0,0,-4.8
0,0,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,0,1,-4.8
0,1,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,0,1,-4.8
0,1,0,-4.8
1,1,0,-4.8
1,1,0,-4.8
1,1,0,-4.8
0,0,1,-4.8
0,0,0,-4.8
0,0,1,-4.8
1,0,1,-4.8
0,1,0,-4.8
0,0,1,-4.8
0,0,1,-4.8
0,1,0,-4.8
1,0,0,-4.8
0,1,0,-4.8
1,0,1,-4.8
0,1,0,-4.8
1,0,1,-4.8
1,0,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
1,0,1,-4.8
1,1,0,-4.8
1,1,0,-4.8
1,0,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
0,0,0,-4.8
1,0,1,-4.8
1,0,1,-4.8
0,0,1,-4.8
1,0,1,-4.8
1,0,1,-4.8
1,0,1,-4.8
0,1,0,-4.8
1,1,0,-4.8
0,0,0,-4.8
1,0,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,0,0,-4.8
0,0,1,-4.8
0,1,0,-4.8
0,1,0,-4.8
0,0,1,-4.8
1,0,1,-4.8
1,0,1,-4.8
1,0,1,-4.8
1,0,1,-4.8
1,0,0,-4.8
1,0,0,-4.8
1,0,1,-4.8
0,0,1,-4.8
0,0,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
1,1,0,-4.8
1,0,0,-4.8
1,1,0,-4.8
0,0,1,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
1,0,0,-4.8
1,0,1,-4.8
1,0,1,-4.8
1,0,0,-4.8
1,0,1,-4.8
1,0,1,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,0,1,-4.8
0,0,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
0,0,0,-4.8
1,0,0,-4.8
0,1,0,-4.8
1,0,0,-4.8
0,0,0,-4.8
0,0,1,-4.8
1,0,1,-4.8
1,0,1,-4.8
1,0,0,-4.8
1,0,1,-4.8
0,0,1,-4.8
0,1,0,-4.8
1,0,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
0,0,0,-4.8
0,0,0,-4.8
1,0,1,-4.8
1,0,0,-4.8
1,0,0,-4.8
0,0,0,-4.8
1,0,1,-4.8
1,0,0,-4.8
1,0,1,-4.8
0,0,0,-4.8
0,0,1,-4.8
0,0,1,-4.8
0,1,0,-4.8
1,0,1,-4.8
1,0,0,-4.8
1,0,1,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
0,0,1,-4.8
1,1,0,-4.8
0,0,0,-4.8
0,0,1,-4.8
0,1,0,-4.8
0,0,0,-4.8
1,0,0,-4.8
1,0,1,-4.8
0,1,0,-4.8
1,1,0,-4.8
0,0,0,-4.8
1,1,0,-4.8
1,0,0,-4.8
0,1,0,-4.8
1,0,1,-4.8
0,0,0,-4.8
0,0,0,-4.8
0,0,0,-4.8
0,0,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,0,0,-4.8
0,0,0,-4.8
1,1,0,-4.8
0,0,1,-4.8
1,0,1,-4.8
0,1,0,-4.8
0,0,1,-4.8
0,1,0,-4.8
1,1,0,-4.8
1,1,0,-4.8
1,0,1,-4.8
1,0,0,-4.8
1,1,0,-4.8
0,0,1,-4.8
0,1,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,0,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,0,1,-4.8
0,0,0,-4.8
1,1,0,-4.8
0,0,0,-4.8
0,1,0,-4.8
0,0,0,-4.8
0,0,0,-4.8
1,1,0,-4.8
1,0,1,-4.8
1,1,0,-4.8
0,1,0,-4.8
1,0,1,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,0,0,-4.8
0,0,1,-4.8
0,1,0,-4.8
0,0,0,-4.8
0,1,0,-4.8
0,0,0,-4.8
1,0,1,-4.8
0,0,1,-4.8
1,0,1,-4.8
1,1,0,-4.8
1,0,0,-4.8
1,1,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,0,0,-4.8
1,0,1,-4.8
0,1,0,-4.8
0,1,0,-4.8
0,0,1,-4.8
0,0,1,-4.8
1,1,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,0,1,-4.8
1,1,0,-4.8
1,0,1,-4.8
0,1,0,-4.8
0,0,0,-4.8
0,0,1,-4.8
0,0,1,-4.8
0,0,0,-4.8
1,1,0,-4.8
1,1,0,-4.8
1,1,0,-4.8
1,1,0,-4.8
0,0,1,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,0,1,-4.8
1,1,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,0,1,-4.8
0,0,1,-4.8
1,1,0,-4.8
0,1,0,-4.8
1,0,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
1,0,1,-4.8
1,1,0,-4.8
0,0,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
1,0,1,-4.8
0,0,1,-4.8
1,0,1,-4.8
1,0,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,0,1,-4.8
0,0,0,-4.8
1,0,1,-4.8
0,1,0,-4.8
1,1,0,-4.8
0,1,1,-4.8
1,0,1,-4.8
0,1,0,-4.8
0,0,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,0,0,-4.8
1,0,1,-4.8
1,1,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
1,1,0,-4.8
1,0,1,-4.8
0,1,0,-4.8
1,0,1,-4.8
1,0,1,-4.8
1,0,1,-4.8
0,1,0,-4.8
1,0,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
1,0,0,-4.8
0,1,0,-4.8
1,0,1,-4.8
0,1,0,-4.8
0,0,1,-4.8
0,1,0,-4.8
0,0,0,-4.8
0,1,0,-4.8
1,0,0,-4.8
0,1,0,-4.8
0,0,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,0,0,-4.8
1,1,0,-4.8
0,0,1,-4.8
0,0,1,-4.8
0,1,0,-4.8
1,0,1,-4.8
0,0,1,-4.8
1,0,1,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,0,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
1,0,1,-4.8
1,1,0,-4.8
1,0,1,-4.8
1,1,0,-4.8
1,1,0,-4.8
1,0,1,-4.8
1,0,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
0,0,1,-4.8
0,0,1,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
0,0,0,-4.8
1,0,1,-4.8
1,1,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
1,0,0,-4.8
0,0,1,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,0,0,-4.8
1,1,1,-4.8
1,0,1,-4.8
1,1,0,-4.8
1,0,1,-4.8
0,1,0,-4.8
1,0,1,-4.8
0,0,1,-4.8
1,0,1,-4.8
1,1,0,-4.8
0,0,1,-4.8
0,1,0,-4.8
0,0,1,-4.8
0,0,0,-4.8
1,0,1,-4.8
0,0,1,-4.8
1,0,0,-4.8
1,0,1,-4.8
1,1,0,-4.8
1,0,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,1,1,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
0,0,0,-4.8
0,1,0,-4.8
1,0,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
0,0,0,-4.8
0,1,0,-4.8
0,0,0,-4.8
1,1,0,-4.8
1,0,1,-4.8
1,1,0,-4.8
1,0,1,-4.8
1,1,0,-4.8
1,0,0,-4.8
0,0,1,-4.8
0,1,0,-4.8
1,0,1,-4.8
1,0,0,-4.8
0,0,1,-4.8
0,1,0,-4.8
1,0,1,-4.8
0,0,0,-4.8
0,1,0,-4.8
0,0,1,-4.8
1,1,0,-4.8
1,0,0,-4.8
0,0,0,-4.8
0,0,0,-4.8
1,0,0,-4.8
1,0,1,-4.8
1,0,1,-4.8
0,1,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
0,0,0,-4.8
0,1,0,-4.8
1,0,0,-4.8
1,0,1,-4.8
1,1,0,-4.8
0,0,0,-4.8
0,0,0,-4.8
0,1,0,-4.8
1,0,0,-4.8
1,1,0,-4.8
1,0,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
1,0,1,-4.8
1,1,0,-4.8
1,0,1,-4.8
0,0,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
1,0,0,-4.8
0,0,1,-4.8
0,0,1,-4.8
1,1,0,-4.8
1,0,1,-4.8
0,1,0,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
1,0,0,-4.8
1,1,0,-4.8
1,1,0,-4.8
0,0,0,-4.8
0,0,1,-4.8
1,1,0,-4.8
1,0,1,-4.8
0,1,0,-4.8
0,0,1,-4.8
0,1,0,-4.8
0,0,1,-4.8
0,0,1,-4.8
0,1,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
1,0,0,-4.8
0,0,0,-4.8
0,1,0,-4.8
0,0,0,-4.8
1,1,0,-4.8
0,1,0,-4.8
1,0,1,-4.8
1,0,1,-4.8
1,0,0,-4.8
1,0,0,-4.8
1,0,1,-4.8
1,0,1,-4.8
1,0,0,-4.8
0,0,1,-4.8
1,1,0,-4.8
1,0,1,-4.8
1,0,0,-4.8
0,1,0,-4.8
1,1,0,-4.8
1,0,0,-4.8
1,0,1,-4.8
1,0,1,-4.795
0,0,1,-4.795
0,1,0,-4.795
1,0,1,-4.795
0,1,0,-4.795
1,0,0,-4.795
1,0,0,-4.795
1,0,0,-4.795
0,0,0,-4.795
0,1,0,-4.795
0,0,1,-4.795
1,0,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
1,0,0,-4.795
1,1,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
1,1,0,-4.795
0,0,0,-4.795
1,0,0,-4.795
0,0,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
1,0,1,-4.795
1,1,0,-4.795
1,0,1,-4.795
1,0,1,-4.795
1,0,0,-4.795
0,0,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
0,0,1,-4.795
0,1,0,-4.795
0,1,0,-4.795
1,0,1,-4.795
1,0,1,-4.795
0,1,0,-4.795
0,1,0,-4.795
0,0,0,-4.795
1,0,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
0,0,0,-4.795
0,1,0,-4.795
0,0,0,-4.795
1,0,1,-4.795
0,0,1,-4.795
0,0,1,-4.795
1,0,0,-4.795
0,1,0,-4.795
1,0,1,-4.795
0,1,0,-4.795
1,0,1,-4.795
0,1,0,-4.795
1,0,1,-4.795
1,0,1,-4.795
1,0,0,-4.795
1,0,1,-4.795
0,1,0,-4.795
1,0,0,-4.795
1,0,0,-4.795
1,0,1,-4.795
1,0,1,-4.795
0,0,1,-4.795
0,0,1,-4.795
0,1,0,-4.795
0,0,1,-4.795
0,0,0,-4.795
0,1,0,-4.795
0,0,0,-4.795
0,0,0,-4.795
1,0,1,-4.795
1,1,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
1,0,1,-4.795
0,0,0,-4.795
1,0,0,-4.795
0,0,0,-4.795
0,1,0,-4.795
1,0,1,-4.795
0,0,0,-4.795
0,0,1,-4.795
1,1,1,-4.795
0,1,0,-4.795
1,0,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
0,0,0,-4.795
1,1,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
1,0,0,-4.795
1,0,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
0,0,0,-4.795
0,0,1,-4.795
0,0,0,-4.795
0,0,1,-4.795
0,0,0,-4.795
1,0,1,-4.795
0,1,0,-4.795
0,0,0,-4.795
1,0,0,-4.795
0,0,1,-4.795
0,0,1,-4.795
1,0,0,-4.795
1,0,0,-4.795
1,0,1,-4.795
1,1,0,-4.795
0,0,1,-4.795
0,0,0,-4.795
1,0,1,-4.795
1,0,1,-4.795
1,1,0,-4.795
1,1,0,-4.795
0,0,1,-4.795
1,1,0,-4.795
0,1,0,-4.795
1,0,1,-4.795
1,0,1,-4.795
1,0,0,-4.795
1,1,0,-4.795
1,0,0,-4.795
0,0,1,-4.795
0,0,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
1,0,1,-4.795
0,0,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
0,0,1,-4.795
1,0,1,-4.795
0,1,0,-4.795
1,0,0,-4.795
0,0,0,-4.795
1,0,1,-4.795
0,0,0,-4.795
0,0,1,-4.795
0,1,0,-4.795
0,1,0,-4.795
0,0,0,-4.795
1,0,0,-4.795
1,1,0,-4.795
1,0,0,-4.795
1,0,0,-4.795
0,0,0,-4.795
1,0,1,-4.795
0,0,0,-4.795
0,0,1,-4.795
0,1,0,-4.795
1,0,1,-4.795
0,1,0,-4.795
0,0,0,-4.795
1,0,1,-4.795
1,0,1,-4.795
1,0,1,-4.795
1,0,1,-4.795
0,1,0,-4.795
0,0,1,-4.795
0,1,0,-4.795
1,0,0,-4.795
1,0,1,-4.795
1,0,1,-4.795
1,0,0,-4.795
0,0,0,-4.795
1,0,1,-4.795
1,0,0,-4.795
0,0,1,-4.795
0,0,1,-4.795
1,0,1,-4.795
1,0,0,-4.795
0,0,1,-4.795
1,1,0,-4.795
1,0,1,-4.795
1,0,0,-4.795
1,0,0,-4.795
1,1,0,-4.795
1,0,0,-4.795
1,0,0,-4.795
1,0,1,-4.795
1,0,0,-4.795
1,0,0,-4.795
1,1,0,-4.795
1,0,1,-4.795
0,1,0,-4.795
0,1,0,-4.795
1,0,1,-4.795
1,0,0,-4.795
1,0,1,-4.795
0,0,0,-4.795
0,0,1,-4.795
1,0,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
0,0,1,-4.795
0,0,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
0,0,1,-4.795
0,1,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
0,0,1,-4.795
1,1,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
1,0,1,-4.795
1,0,0,-4.795
0,0,0,-4.795
1,0,1,-4.795
1,0,1,-4.795
1,0,1,-4.795
1,1,0,-4.795
0,1,0,-4.795
0,0,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
1,0,1,-4.795
1,0,0,-4.795
0,1,0,-4.795
1,0,1,-4.795
0,0,1,-4.795
0,1,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
0,0,1,-4.795
1,0,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
1,1,0,-4.795
0,0,1,-4.795
0,0,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
0,0,1,-4.795
1,0,0,-4.795
0,0,0,-4.795
1,0,0,-4.795
0,1,1,-4.795
0,0,1,-4.795
1,0,1,-4.795
0,1,0,-4.795
1,0,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
0,0,0,-4.795
0,0,1,-4.795
1,0,0,-4.795
0,0,1,-4.795
1,1,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
1,1,0,-4.795
1,0,1,-4.795
0,1,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
1,1,0,-4.795
1,0,0,-4.795
1,0,1,-4.795
1,0,1,-4.795
0,0,1,-4.795
1,0,0,-4.795
0,1,0,-4.795
1,0,1,-4.795
1,0,1,-4.795
1,0,0,-4.795
0,1,0,-4.795
1,0,1,-4.795
1,1,0,-4.795
0,0,1,-4.795
0,0,0,-4.795
1,0,0,-4.795
0,0,0,-4.795
1,0,1,-4.795
0,1,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
1,0,1,-4.795
1,0,1,-4.795
1,0,1,-4.795
1,0,1,-4.795
0,1,0,-4.795
0,0,0,-4.795
1,0,0,-4.795
1,0,0,-4.795
1,0,0,-4.795
1,0,1,-4.795
1,0,1,-4.795
1,1,0,-4.795
1,0,0,-4.795
1,0,0,-4.795
1,0,1,-4.795
0,1,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
1,0,1,-4.795
0,0,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
0,0,0,-4.795
0,0,1,-4.795
1,0,0,-4.795
1,1,0,-4.795
1,1,0,-4.795
1,0,0,-4.795
1,1,0,-4.795
0,1,0,-4.795
0,0,0,-4.795
1,0,1,-4.795
0,0,0,-4.795
0,0,0,-4.795
0,1,0,-4.795
0,0,0,-4.795
1,0,0,-4.795
1,0,1,-4.795
1,0,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
0,0,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
1,0,1,-4.795
0,0,1,-4.795
1,0,1,-4.795
0,0,0,-4.795
0,0,1,-4.795
0,0,0,-4.795
1,0,1,-4.795
0,1,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
1,1,0,-4.795
1,1,0,-4.795
1,0,0,-4.795
1,0,1,-4.795
1,0,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
1,0,1,-4.795
0,1,0,-4.795
1,1,0,-4.795
0,0,1,-4.795
1,0,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
1,0,1,-4.795
0,0,1,-4.795
0,1,0,-4.795
1,1,0,-4.795
0,0,1,-4.795
1,0,1,-4.795
1,0,0,-4.795
1,0,1,-4.795
0,1,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
1,0,1,-4.795
0,0,0,-4.795
0,0,1,-4.795
1,0,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
1,0,1,-4.795
0,0,1,-4.795
1,1,0,-4.795
1,1,0,-4.795
1,1,0,-4.795
1,0,0,-4.795
1,0,1,-4.795
0,0,1,-4.795
1,0,1,-4.795
1,0,0,-4.795
0,0,1,-4.795
0,0,0,-4.795
0,0,0,-4.795
0,0,1,-4.795
1,0,1,-4.795
1,0,1,-4.795
1,0,1,-4.795
0,0,0,-4.795
1,0,0,-4.795
1,1,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
0,0,0,-4.795
1,0,1,-4.795
1,0,1,-4.795
0,0,0,-4.795
0,1,0,-4.795
1,0,0,-4.795
1,0,1,-4.795
0,1,0,-4.795
1,0,0,-4.795
0,0,0,-4.795
1,0,0,-4.795
1,0,1,-4.795
0,0,0,-4.795
0,0,0,-4.795
1,0,0,-4.795
0,1,0,-4.795
0,1,0,-4.795
1,0,1,-4.795
1,0,0,-4.795
1,0,1,-4.795
0,1,0,-4.795
